"UniqueID","SEX","RACE","ETHNICITY","DOCNUM","COUNTY","RECVDT","INTKDT","RECFAC","RECVCD","INTKSTCD","CREDITCLASS","SENTENCE_TERM_YEARS","SENTENCE_TERM_MONTHS","SENTENCE_TERM_DAYS","person_id","admit_row_id"
71459,"M","W",NA,"279365","64",2020-01-02,"01/02/2020","COA","1","1",NA,NA,NA,NA,"a1b64aebb23e6ac0c7baad5e782786a2",71459
71460,"M","H","Hispanic","279366","56",2019-12-02,"12/02/2019","COA","1","1",NA,NA,NA,NA,"0f98595ab85fd21e992faf04e90bfed9",71460
71461,"M","B",NA,"279367","2",2020-01-03,"01/03/2020","COA","1","1",NA,NA,NA,NA,"07f7eb2487ce2bae7e7d67627d01b2d4",71461
71462,"M","W",NA,"279368","2",2020-01-03,"01/03/2020","COA","52","52",NA,NA,NA,NA,"98f724526a23be0bf9c43afc654a2c40",71462
71463,"M","W",NA,"279368","2",2023-01-20,"2020-01-03","ISP","41","52",NA,NA,NA,NA,"98f724526a23be0bf9c43afc654a2c40",71463
71464,"F","W",NA,"279370","32",2020-01-03,"01/03/2020","COA","1","1",NA,NA,NA,NA,"ac6db8375ccc2e079db37550ca50d325",71464
71465,"M","W",NA,"279372","10",2019-12-30,"12/30/2019","COA","54","54",NA,NA,NA,NA,"cc2c09f41c798bc1c5360e48cad26c5c",71465
71466,"M","W",NA,"279373","15",2019-12-04,"12/04/2019","COA","52","52",NA,NA,NA,NA,"4b7249d8456073d9a2a5f539f81ef9f0",71466
71467,"M","W",NA,"279374","54",2019-12-23,"12/23/2019","COA","1","1",NA,NA,NA,NA,"e524b4a16da9206397480937e0cbdb07",71467
71468,"M","W",NA,"279376","85",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"8fb5c59fb233426134a06b380fccfab7",71468
71469,"M","W",NA,"279376","85",2023-02-27,"2023-02-27","COA","56","56",NA,NA,NA,NA,"8fb5c59fb233426134a06b380fccfab7",71469
71470,"M","B",NA,"279377","49",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"4b40c9d0a522f93c6b82e8b24a40370f",71470
71471,"M","W",NA,"279378","41",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"052e58311338009dc87e715584718ed4",71471
71472,"M","W",NA,"279379","32",2020-01-06,"01/06/2020","COA","52","52",NA,NA,NA,NA,"7167dc730b80e0bbe66575496f5bbd9e",71472
71473,"M","H","Hispanic","279380","71",2020-01-07,"01/07/2020","COA","1","1",NA,NA,NA,NA,"760b6b1e430942bfcab9e170a0dc7d4c",71473
71474,"M","W",NA,"279381","47",2020-01-06,"01/06/2020","COA","52","52",NA,NA,NA,NA,"76cb9413f1b746443dd384b62f5e6956",71474
71475,"F","W",NA,"279382","31",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"c64d34bf7ddff4396a8b28a0055c5f19",71475
71476,"M","W",NA,"279383","57",2020-01-06,"01/06/2020","COA","54","54",NA,NA,NA,NA,"8a5488ff0b385603abf0f10803350412",71476
71477,"M","W",NA,"279383","57",2022-06-20,"2022-06-20","COA","56","56",NA,NA,NA,NA,"8a5488ff0b385603abf0f10803350412",71477
71478,"M","W",NA,"279384","48",2020-01-03,"01/03/2020","COA","54","54",NA,NA,NA,NA,"57a7f2feddc579df5fd51eed6acf3542",71478
71479,"M","W",NA,"279384","48",2021-10-29,"10/29/2021","COA","58","58",NA,NA,NA,NA,"57a7f2feddc579df5fd51eed6acf3542",71479
71480,"M","W",NA,"279385","48",2020-01-07,"01/07/2020","COA","1","1",NA,NA,NA,NA,"a548d08c4c28dcd5be21dbc3128ed4a4",71480
71481,"M","W",NA,"279386","48",2020-01-07,"01/07/2020","COA","54","54",NA,NA,NA,NA,"097e4ada9470b3aa48aa16c84d3b0459",71481
71482,"M","W",NA,"279387","48",2020-01-08,"01/08/2020","COA","1","1",NA,NA,NA,NA,"e45ddb086eb2de85e4beb567117bd5d1",71482
71483,"M","B",NA,"279388","49",2020-01-08,"01/08/2020","COA","1","1",NA,NA,NA,NA,"615ccca1e5a7022ce9f94d3a7e779e85",71483
71484,"M","W",NA,"279389","43",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"767e343690d49cdd162405a187c41a84",71484
71485,"M","W",NA,"279390","49",2020-01-08,"01/08/2020","COA","1","1",NA,NA,NA,NA,"65675e1395201ae0b8af2ade71375190",71485
71486,"F","W",NA,"279391","89",2020-01-07,"01/07/2020","COA","1","1",NA,NA,NA,NA,"cf5be9871791fa82e4ff952f29e008c7",71486
71487,"M","B",NA,"279392","49",2020-01-09,"01/09/2020","COA","54","54",NA,NA,NA,NA,"8c34f67732cb5d56932a68e3ca8c6954",71487
71488,"M","W",NA,"279393","2",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"804ceac0f5b33f023972266c6811743e",71488
71489,"M","B",NA,"279394","49",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"1b19bd20809081290d69ee0ac1803303",71489
71490,"F","W",NA,"279395","38",2020-01-10,"01/10/2020","COA","1","1",NA,NA,NA,NA,"d63f77a28a5fabea1e02f252c29f420e",71490
71491,"F","W",NA,"279396","38",2020-01-09,"01/09/2020","COA","52","52",NA,NA,NA,NA,"60aa9f3f236bc2c268cfa9405a67085e",71491
71492,"M","W",NA,"279397","17",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"a1041a69f8e85f1334eaac7199ebb8b7",71492
71493,"M","B",NA,"279398","84",2020-01-02,"01/02/2020","COA","1","1",NA,NA,NA,NA,"6b63137edba7f5ebd3e8998563191685",71493
71494,"M","W",NA,"279399","84",2020-01-06,"01/06/2020","COA","54","54",NA,NA,NA,NA,"8b04eeef9ce0091a25981c7aa69ad61f",71494
71495,"M","W",NA,"279400","84",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"5880c94d17cc14d494243f7cff1793b3",71495
71496,"F","W",NA,"279401","27",2022-07-06,"2019-12-19","IWP","33","52",NA,NA,NA,NA,"dd7d4c37fe7231f3d06b11e4cb492e3e",71496
71497,"M","W",NA,"279402","27",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"7cb8bf9d8cf65e2cd294f8f0cb7cf6b9",71497
71498,"F","W",NA,"279403","31",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"86fed2c865782097bcf961177d41dd6b",71498
71499,"F","W",NA,"279404","59",2020-01-06,"01/06/2020","COA","54","54",NA,NA,NA,NA,"6523c74492aaff6ab64864ed7698fc59",71499
71500,"F","W",NA,"279405","59",2020-01-06,"01/06/2020","COA","52","52",NA,NA,NA,NA,"4619a77d862645c7c4881b4205942d07",71500
71501,"F","W",NA,"279406","69",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"9f3a44a675dda371aa62288f7d194184",71501
71502,"F","W",NA,"279408","41",2020-01-09,"01/09/2020","COA","52","52",NA,NA,NA,NA,"16d03eb5ac462553ef7719b732cd21ae",71502
71503,"M","W",NA,"279409","41",2020-01-08,"01/08/2020","COA","1","1",NA,NA,NA,NA,"dd9a63131550d2281fb3a1430fb0c342",71503
71504,"F","W",NA,"279410","41",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"bf79f1dab4d724fce3f9c6fbfe779b21",71504
71505,"M","W",NA,"279411","49",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"d084a264be7599e878fc814351c3caeb",71505
71506,"M","W",NA,"279412","32",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"65403b8ef9773e835ebec43aa43ec725",71506
71507,"M","W",NA,"279413","32",2020-01-13,"01/13/2020","COA","1","1",NA,NA,NA,NA,"4b0f49a1b6f13f9d6874bde1f914b492",71507
71508,"M","W",NA,"279414","16",2020-01-14,"01/14/2020","COA","1","1",NA,NA,NA,NA,"7c4c9ae89b8dc1c0ed8851f0141318ce",71508
71509,"M","W",NA,"279416","41",2020-01-14,"01/14/2020","COA","1","1",NA,NA,NA,NA,"e195a98097fb582c4efbbcc0b2603dab",71509
71510,"M","W",NA,"279417","28",2020-01-15,"01/15/2020","COA","1","1",NA,NA,NA,NA,"c877a9b3c39fac0a17605a601db650a8",71510
71511,"M","B",NA,"279418","53",2020-01-15,"01/15/2020","COA","52","52",NA,NA,NA,NA,"f80d4712d1a9b738588f6c1aa0943f62",71511
71512,"M","W",NA,"279419","89",2020-01-15,"01/15/2020","COA","1","1",NA,NA,NA,NA,"ffb0b20275b4a2362502945dafdc736b",71512
71513,"F","W",NA,"279420","2",2020-01-07,"01/07/2020","COA","1","1",NA,NA,NA,NA,"5a8e5ae9895b1e4970bdc03e6a3627ce",71513
71514,"F","W",NA,"279420","2",2022-03-23,"2020-01-07","IWP","3","1",NA,NA,NA,NA,"5a8e5ae9895b1e4970bdc03e6a3627ce",71514
71515,"M","W",NA,"279421","2",2020-01-14,"01/14/2020","COA","52","52",NA,NA,NA,NA,"b89ac1d3e94f6665dc2207843cfa4b10",71515
71516,"M","ML",NA,"279422","2",2020-01-16,"01/16/2020","COA","1","1",NA,NA,NA,NA,"1bec33e5ec2a6e9e0c27ba1ab5db6f5f",71516
71517,"F","W",NA,"279423","3",2020-01-07,"01/07/2020","COA","1","1",NA,NA,NA,NA,"85183ed926c0e93b4d74b0c29ff3c82d",71517
71518,"M","W",NA,"279424","48",2020-01-10,"01/10/2020","COA","52","52",NA,NA,NA,NA,"1412eb27d0ef2b822cacd3306bb0c8d8",71518
71519,"M","W",NA,"279425","48",2020-01-08,"01/08/2020","COA","54","54",NA,NA,NA,NA,"6add99c4d9a909d7978e893044a96f86",71519
71520,"M","W",NA,"279425","48",2022-06-21,"2022-06-21","COA","2","2",NA,NA,NA,NA,"6add99c4d9a909d7978e893044a96f86",71520
71521,"F","W",NA,"279426","82",2020-01-14,"01/14/2020","COA","52","52",NA,NA,NA,NA,"baf7471ebb0de756032d5432b97428bc",71521
71522,"F","W",NA,"279426","82",2022-06-24,"2022-06-24","COA","2","2",NA,NA,NA,NA,"baf7471ebb0de756032d5432b97428bc",71522
71523,"M","W",NA,"279428","56",2020-01-06,"01/06/2020","COA","1","1",NA,NA,NA,NA,"b173edcb5595270a8d665f8f84be84b5",71523
71524,"M","W",NA,"279428","56",2021-10-20,"10/20/2021","COA","56","56",NA,NA,NA,NA,"b173edcb5595270a8d665f8f84be84b5",71524
71525,"M","B",NA,"279429","27",2020-01-06,"01/06/2020","COA","52","52",NA,NA,NA,NA,"185f3bc3bade6fa82a5141649645a28d",71525
71526,"M","W",NA,"279430","61",2020-01-07,"01/07/2020","COA","1","1",NA,NA,NA,NA,"3b1df58d7659439cc6590ff6f54de10d",71526
71527,"M","W",NA,"279431","16",2020-01-08,"01/08/2020","COA","1","1",NA,NA,NA,NA,"089179dee56b1b07b1140ba483c098bb",71527
71528,"M","W",NA,"279431","16",2022-11-28,"2022-11-28","COA","56","56",NA,NA,NA,NA,"089179dee56b1b07b1140ba483c098bb",71528
71529,"M","W",NA,"279432","35",2020-01-07,"01/07/2020","COA","52","52",NA,NA,NA,NA,"da1e05dc172c54bb92ad8143814b799e",71529
71530,"M","W",NA,"279432","35",2022-02-07,"2022-02-07","COA","56","56",NA,NA,NA,NA,"da1e05dc172c54bb92ad8143814b799e",71530
71531,"M","B",NA,"279433","49",2020-01-16,"01/16/2020","COA","54","54",NA,NA,NA,NA,"1f0161775f104703a8df6c4f93725558",71531
71532,"M","B",NA,"279434","49",2020-01-16,"01/16/2020","COA","52","52",NA,NA,NA,NA,"11c6d82f508b3f094496cea158045f93",71532
71533,"M","B",NA,"279435","49",2020-01-16,"01/16/2020","COA","54","54",NA,NA,NA,NA,"9d3809d00b187eb9fbb37e657e84e7c0",71533
71534,"M","B",NA,"279435","49",2021-04-06,"01/16/2020","RDC","33","54",NA,NA,NA,NA,"9d3809d00b187eb9fbb37e657e84e7c0",71534
71535,"Male","Black","Nonhispanic","279435","Marion",2024-12-19,NA,NA,NA,NA,"B","2","0","27","9d3809d00b187eb9fbb37e657e84e7c0",71535
71536,"M","B",NA,"279436","49",2020-01-17,"01/17/2020","COA","1","1",NA,NA,NA,NA,"207b5ef95acfc3793807663578f3d4f7",71536
71537,"Male","Black","Nonhispanic","279436","Marion",2023-05-16,"2020-01-17",NA,NA,NA,"B","1","11","29","207b5ef95acfc3793807663578f3d4f7",71537
71538,"M","B",NA,"279437","49",2020-01-17,"01/17/2020","COA","54","54",NA,NA,NA,NA,"3efeb5b69a96a4e05333f7b4c69d7643",71538
71539,"M","B",NA,"279437","49",2022-09-06,"2022-09-06","COA","2","2",NA,NA,NA,NA,"3efeb5b69a96a4e05333f7b4c69d7643",71539
71540,"M","W",NA,"279439","41",2020-01-16,"01/16/2020","COA","52","52",NA,NA,NA,NA,"ea1190974f3e5cfbea8c18c8de1f8b9d",71540
71541,"M","W",NA,"279442","70",2020-01-02,"01/02/2020","COA","54","54",NA,NA,NA,NA,"6b84aff2d638a3d329c7954606bb3f66",71541
71542,"M","W",NA,"279443","60",2020-01-07,"01/07/2020","COA","54","54",NA,NA,NA,NA,"6a25d53c3be48d56d0fc6e9c457ca8d5",71542
71543,"M","W",NA,"279443","60",2021-01-14,"01/14/2021","COA","58","58",NA,NA,NA,NA,"6a25d53c3be48d56d0fc6e9c457ca8d5",71543
71544,"F","W",NA,"279444","83",2020-01-07,"01/07/2020","COA","52","52",NA,NA,NA,NA,"bb43c5d8050097d13b73c86653f27375",71544
71545,"M","B",NA,"279445","20",2020-01-08,"01/08/2020","COA","1","1",NA,NA,NA,NA,"0d15aaa4be6561ae89ec3a6dc7d456ed",71545
71546,"M","B",NA,"279446","46",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"e31b96cebc259f4da097a8b20f19342d",71546
71547,"M","W",NA,"279447","83",2020-01-08,"01/08/2020","COA","1","1",NA,NA,NA,NA,"8eabdc9c3666c67947d24a933a90f90a",71547
71548,"M","W",NA,"279448","66",2020-01-13,"01/13/2020","COA","1","1",NA,NA,NA,NA,"dd52935b03becdb14271a20326179bd9",71548
71549,"M","W",NA,"279449","28",2020-01-14,"01/14/2020","COA","1","1",NA,NA,NA,NA,"d47b4f723328c46dacb64dc019d86116",71549
71550,"M","B",NA,"279450","71",2020-01-15,"01/15/2020","COA","52","52",NA,NA,NA,NA,"de7d776a33e0a2517f31ee99246948d8",71550
71551,"M","W",NA,"279451","18",2020-01-15,"01/15/2020","COA","1","1",NA,NA,NA,NA,"9dcf2d188aee92e23e2692fddfd39349",71551
71552,"M","B",NA,"279452","45",2020-01-15,"01/15/2020","COA","1","1",NA,NA,NA,NA,"f78e2a007e911a139f00290e3fefe11c",71552
71553,"M","W",NA,"279453","47",2020-01-16,"01/16/2020","COA","1","1",NA,NA,NA,NA,"1e3814c44096a3e3b13f048c12e84c2d",71553
71554,"Male","White","Nonhispanic","279453","Marion",2025-05-30,"2025-05-30",NA,NA,NA,"B","4","0","0","1e3814c44096a3e3b13f048c12e84c2d",71554
71555,"M","B",NA,"279454","49",2020-01-21,"01/21/2020","COA","1","1",NA,NA,NA,NA,"18cb90d17b259fee815626ddb9c979ab",71555
71556,"M","W",NA,"279455","29",2020-01-16,"01/16/2020","COA","1","1",NA,NA,NA,NA,"0f14f457f753f09a4b8f16705919ce93",71556
71557,"M","W",NA,"279456","29",2020-01-16,"01/16/2020","COA","54","54",NA,NA,NA,NA,"ea78efec240508e50acd1c376a524464",71557
71558,"M","W",NA,"279457","30",2020-01-16,"01/16/2020","COA","52","52",NA,NA,NA,NA,"b2a9b151fb40652b28bbffe70dca11c5",71558
71559,"M","W",NA,"279458","48",2020-01-13,"01/13/2020","COA","54","54",NA,NA,NA,NA,"6e4dff331b0c6c4413a09664d691dbd6",71559
71560,"F","H","Hispanic","279459","71",2020-01-14,"01/14/2020","COA","1","1",NA,NA,NA,NA,"a3042ba6c26bbd9e15da1aae0b61376f",71560
71561,"M","W",NA,"279460","41",2020-01-22,"01/22/2020","COA","1","1",NA,NA,NA,NA,"b46479475bcd3b3dddef9627cf833fe2",71561
71562,"M","W",NA,"279461","36",2020-01-21,"01/21/2020","COA","1","1",NA,NA,NA,NA,"bad985cadc5a3b7eb48085d44efee041",71562
71563,"M","W",NA,"279461","36",2020-10-26,"10/26/2020","COA","56","56",NA,NA,NA,NA,"bad985cadc5a3b7eb48085d44efee041",71563
71564,"M","B",NA,"279462","49",2020-01-22,"01/22/2020","COA","1","1",NA,NA,NA,NA,"559e7129188d329b541bb1e43014feae",71564
71565,"M","B",NA,"279463","49",2020-01-22,"01/22/2020","COA","54","54",NA,NA,NA,NA,"e24b1944bf43d929213b1dbea2b566d3",71565
71566,"M","B",NA,"279464","45",2020-01-17,"01/17/2020","COA","1","1",NA,NA,NA,NA,"d2582e9771be8596573b111f3306081f",71566
71567,"M","W",NA,"279465","48",2020-01-17,"01/17/2020","COA","1","1",NA,NA,NA,NA,"1d027bed28316d6a4771d060b63a85e6",71567
71568,"M","W",NA,"279466","48",2020-01-10,"01/10/2020","COA","1","1",NA,NA,NA,NA,"06453ad9ff7d2e6087397e298dc3885c",71568
71569,"M","W",NA,"279467","47",2020-01-22,"01/22/2020","COA","1","1",NA,NA,NA,NA,"46dda26ee9bb290e87f0ad418b130033",71569
71570,"M","W",NA,"279468","71",2020-01-21,"01/21/2020","COA","1","1",NA,NA,NA,NA,"26bc8371e3b783f97ec4b890015ff54b",71570
71571,"M","W",NA,"279469","79",2020-01-21,"01/21/2020","COA","1","1",NA,NA,NA,NA,"8d73d24030a469298f6d5381af32adea",71571
71572,"M","W",NA,"279470","24",2020-01-07,"01/07/2020","COA","52","52",NA,NA,NA,NA,"eb364aebc015dc2d27daa2223b2f91a3",71572
71573,"M","W",NA,"279471","24",2020-01-15,"01/15/2020","COA","52","52",NA,NA,NA,NA,"dd6ad1c71ea45ca6fbe1f8553fd6b020",71573
71574,"M","W",NA,"279472","20",2020-01-16,"01/16/2020","COA","54","54",NA,NA,NA,NA,"3e61e893bb5ffb7128d3e9a204a50c2f",71574
71575,"M","W",NA,"279473","56",2020-01-21,"01/21/2020","COA","1","1",NA,NA,NA,NA,"3ac74f241ba7cffbe3c9ace8af2b5f1c",71575
71576,"M","W",NA,"279474","22",2020-01-15,"01/15/2020","COA","52","52",NA,NA,NA,NA,"b2d3498b23296c0f4e5f2018b4fbb43e",71576
71577,"M","H","Hispanic","279476","20",2020-01-22,"01/22/2020","COA","52","52",NA,NA,NA,NA,"928311bce08cc35f36e229bbe096bb86",71577
71578,"M","W",NA,"279477","20",2020-01-23,"01/23/2020","COA","1","1",NA,NA,NA,NA,"d8502a1ca96104dcfd402206f4bb3aa1",71578
71579,"M","W",NA,"279477","20",2022-01-06,"2022-01-06","COA","58","58",NA,NA,NA,NA,"d8502a1ca96104dcfd402206f4bb3aa1",71579
71580,"M","B",NA,"279478","49",2020-01-28,"01/28/2020","COA","1","1",NA,NA,NA,NA,"e29a5ea8bfbca5e9bedecb1b2e9beabe",71580
71581,"M","B",NA,"279478","49",2023-03-10,"2020-01-28","RDC","33","1",NA,NA,NA,NA,"e29a5ea8bfbca5e9bedecb1b2e9beabe",71581
71582,"Male","Black","Unknown","279478","Marion",2023-12-19,"2020-01-28",NA,NA,NA,"B","3","0","0","e29a5ea8bfbca5e9bedecb1b2e9beabe",71582
71583,"Male","Black","Nonhispanic","279478","Marion",2026-01-08,"43858.399305555555",NA,NA,NA,"B","2","0","0","e29a5ea8bfbca5e9bedecb1b2e9beabe",71583
71584,"M","B",NA,"279479","35",2020-01-21,"01/21/2020","COA","1","1",NA,NA,NA,NA,"4e52f02847c8310ddce1a5c8ef398e53",71584
71585,"M","B",NA,"279479","35",2022-10-18,"2022-10-18","COA","57","57",NA,NA,NA,NA,"4e52f02847c8310ddce1a5c8ef398e53",71585
71586,"M","B",NA,"279480","48",2020-01-21,"01/21/2020","COA","1","1",NA,NA,NA,NA,"baed01519e34c578a2046944a3bd87bc",71586
71587,"M","W",NA,"279481","41",2020-01-29,"01/29/2020","COA","54","54",NA,NA,NA,NA,"535f00c7d033eac1cdbca6ba24b4263c",71587
71588,"M","W",NA,"279481","41",2023-02-22,"2023-02-22","COA","2","2",NA,NA,NA,NA,"535f00c7d033eac1cdbca6ba24b4263c",71588
71589,"M","B",NA,"279482","49",2020-01-29,"01/29/2020","COA","1","1",NA,NA,NA,NA,"e4b026d230e9346b927d44c1296ab824",71589
71590,"F","W",NA,"279483","46",2020-01-27,"01/27/2020","COA","1","1",NA,NA,NA,NA,"e97beb4e04745275bcca7685ce6a522c",71590
71591,"M","W",NA,"279484","6",2020-01-30,"01/30/2020","COA","1","1",NA,NA,NA,NA,"154a64612181e6e42ed438a1bb469e1f",71591
71592,"M","W",NA,"279485","41",2020-01-30,"01/30/2020","COA","1","1",NA,NA,NA,NA,"2973304ef2d95fe32d092ee2ee840812",71592
71593,"M","W",NA,"279486","49",2020-01-30,"01/30/2020","COA","54","54",NA,NA,NA,NA,"e462fc495b0226c47521aba8b1a96d7e",71593
71594,"M","W",NA,"279487","49",2020-01-31,"01/31/2020","COA","1","1",NA,NA,NA,NA,"4d9b381eac0b7dc42fdae5b51fb6bd5c",71594
71595,"Male","White","Unknown","279487","Marion",2026-01-08,"43861.57916666667",NA,NA,NA,"B","1","5","23","4d9b381eac0b7dc42fdae5b51fb6bd5c",71595
71596,"F","W",NA,"279488","54",2020-02-03,"02/03/2020","COA","1","1",NA,NA,NA,NA,"993a6dd1adf42d3ee5baced9e72045b6",71596
71597,"M","B",NA,"279489","76",2020-01-27,"01/27/2020","COA","1","1",NA,NA,NA,NA,"dae3aff5c5af73a883ab892d8ad496e7",71597
71598,"M","W",NA,"279490","41",2020-01-16,"01/16/2020","COA","52","52",NA,NA,NA,NA,"c9493c6870efc0f936e14fbc3aa26e42",71598
71599,"M","B",NA,"279491","49",2020-01-30,"01/30/2020","COA","54","54",NA,NA,NA,NA,"215ea1d91edebb60b76c08e64d944d82",71599
71600,"M","W",NA,"279492","49",2020-02-03,"02/03/2020","COA","1","1",NA,NA,NA,NA,"27554c050f0b0acf22d0a1dc6cc97773",71600
71601,"M","W",NA,"279492","49",2022-05-20,"2022-05-20","COA","58","58",NA,NA,NA,NA,"27554c050f0b0acf22d0a1dc6cc97773",71601
71602,"M","W",NA,"279493","86",2020-01-28,"01/28/2020","COA","52","52",NA,NA,NA,NA,"588391fcbe8a6c33ac6739792d9625fb",71602
71603,"M","B",NA,"279494","2",2020-01-31,"01/31/2020","COA","1","1",NA,NA,NA,NA,"ce86d14dfe2aa9ddf37c0f377a08339e",71603
71604,"M","B",NA,"279495","2",2020-01-30,"01/30/2020","COA","54","54",NA,NA,NA,NA,"1043bf36496f84baa395cd226860e28f",71604
71605,"F","W",NA,"279496","2",2020-01-31,"01/31/2020","COA","1","1",NA,NA,NA,NA,"b08e4c77f8f44b654d65e8e48a3184ee",71605
71606,"M","B",NA,"279497","2",2020-01-31,"01/31/2020","COA","1","1",NA,NA,NA,NA,"0afa56a29eb2634de6bf9015f427e263",71606
71607,"M","B",NA,"279497","2",2022-05-06,"2022-05-06","COA","57","57",NA,NA,NA,NA,"0afa56a29eb2634de6bf9015f427e263",71607
71608,"M","W",NA,"279498","2",2020-01-31,"01/31/2020","COA","1","1",NA,NA,NA,NA,"74d0bc3239763b3727d5e8857ad7b520",71608
71609,"M","B",NA,"279499","46",2020-01-24,"01/24/2020","COA","52","52",NA,NA,NA,NA,"488fab783e495f9e0eb3f88a3c84faea",71609
71610,"M","B",NA,"279499","46",2022-05-06,"2020-01-24","WCC","33","52",NA,NA,NA,NA,"488fab783e495f9e0eb3f88a3c84faea",71610
71611,"M","ML",NA,"279500","45",2020-01-29,"01/29/2020","COA","1","1",NA,NA,NA,NA,"ec8c52d058b1ad0d8aa5b600ace5729a",71611
71612,"M","B",NA,"279501","71",2020-01-09,"01/09/2020","COA","1","1",NA,NA,NA,NA,"609f158c8c72a326c1e3c8471c066ca9",71612
71613,"M","W",NA,"279502","36",2020-01-24,"01/24/2020","COA","1","1",NA,NA,NA,NA,"b7e82922711b73fc9de4d159959bbc94",71613
71614,"M","W",NA,"279503","67",2020-01-22,"01/22/2020","COA","1","1",NA,NA,NA,NA,"7a7936889a199c6689f794e32551b151",71614
71615,"M","W",NA,"279503","67",2021-02-10,"02/10/2021","COA","57","57",NA,NA,NA,NA,"7a7936889a199c6689f794e32551b151",71615
71616,"M","B",NA,"279504","48",2020-02-03,"02/03/2020","COA","52","52",NA,NA,NA,NA,"dfe50edc685111609de39bd467093a8f",71616
71617,"M","B",NA,"279505","2",2020-01-30,"01/30/2020","COA","54","54",NA,NA,NA,NA,"804d619e68183e1f18af6844947672d8",71617
71618,"M","W",NA,"279506","59",2020-01-31,"01/31/2020","COA","1","1",NA,NA,NA,NA,"1c99084c59a53bfaa197981dfb39daf7",71618
71619,"M","W",NA,"279507","78",2020-02-04,"02/04/2020","COA","1","1",NA,NA,NA,NA,"99da3784b53319078e5619fce8881def",71619
71620,"M","W",NA,"279508","48",2020-01-16,"01/16/2020","COA","54","54",NA,NA,NA,NA,"701c7a06aa11de9296629deb3c7686dc",71620
71621,"M","W",NA,"279509","55",2020-01-23,"01/23/2020","COA","1","1",NA,NA,NA,NA,"ebd0064d4e8b65681aaad06fa27f7184",71621
71622,"M","W",NA,"279510","48",2020-02-05,"02/05/2020","COA","1","1",NA,NA,NA,NA,"759d598e126096aea054c4a77b89ea72",71622
71623,"M","W",NA,"279512","49",2020-02-05,"02/05/2020","COA","1","1",NA,NA,NA,NA,"1174e6805cf18ec389f145f256539c16",71623
71624,"M","B",NA,"279515","49",2020-02-07,"02/07/2020","COA","1","1",NA,NA,NA,NA,"a241b9e97ad892b215977b785b068715",71624
71625,"M","B",NA,"279516","49",2020-02-07,"02/07/2020","COA","1","1",NA,NA,NA,NA,"76d4d531a1cdbdf7faa00ffbe7d0a31a",71625
71626,"M","B",NA,"279517","49",2020-02-07,"02/07/2020","COA","54","54",NA,NA,NA,NA,"3da7bd2eb3130debfc0e926aae567cca",71626
71627,"M","W",NA,"279518","47",2020-02-03,"02/03/2020","COA","1","1",NA,NA,NA,NA,"1540fc512cdd323164fa5be325d7319a",71627
71628,"M","B",NA,"279520","49",2020-02-05,"02/05/2020","COA","1","1",NA,NA,NA,NA,"ec9b038aac64a6bd566175b56869ba50",71628
71629,"M","W",NA,"279521","79",2020-02-10,"02/10/2020","COA","1","1",NA,NA,NA,NA,"d5d58a486258584f8bdd35e3cfcf1ace",71629
71630,"F","W",NA,"279522","30",2020-02-06,"02/06/2020","COA","1","1",NA,NA,NA,NA,"46a179ba7d99d97c94840e6296e85231",71630
71631,"M","B",NA,"279523","49",2020-02-07,"02/07/2020","COA","1","1",NA,NA,NA,NA,"631e4ffc3f68353997f0beeb4cb0a10e",71631
71632,"M","W",NA,"279525","63",2020-02-11,"02/11/2020","COA","1","1",NA,NA,NA,NA,"5dcbc26f8ad361b8554627698665cca0",71632
71633,"M","W",NA,"279526","3",2020-02-05,"02/05/2020","COA","52","52",NA,NA,NA,NA,"e8821010b2806df494d9e2b210ea06b4",71633
71634,"M","B",NA,"279527","49",2020-02-06,"02/06/2020","COA","54","54",NA,NA,NA,NA,"bc1e6127cf0f2df0ff843dd2bda06b4c",71634
71635,"M","B",NA,"279527","49",2021-08-05,"08/05/2021","COA","56","56",NA,NA,NA,NA,"bc1e6127cf0f2df0ff843dd2bda06b4c",71635
71636,"M","W",NA,"279528","35",2020-02-04,"02/04/2020","COA","1","1",NA,NA,NA,NA,"6f509c7574dc0a1f1650e45e1affcd45",71636
71637,"M","B",NA,"279529","45",2020-02-06,"02/06/2020","COA","52","52",NA,NA,NA,NA,"3822b5056223a993bb055c9be929e5e7",71637
